text,sentiment
bina inke waise bhi mostly flop hi hui hai tabse,Negative
ek beti jo aap ki khud ki hain india hemsworth nepotism,Negative
ye banda begging kyu kr rha bhai? kiski aukat hogyi jo god of thunder ko iss stage pr chhor de kya apna thor haar jayega dr doom se??,Negative
18 dec kaisa majak hai,Negative
fad den bro,Positive
yaar yeh thor ke voice actor ko kyu badal diya avengers age of ultron and thor dark world vaala badiya thayeh kisko le aaye,Negative
kaas iron man be aata,Neutral
kya fayda 2026 main toh duniya khatam hai,Negative
release date kab hai,Neutral
kat gya bhai 1 saal pehele trailler kon deta hai,Negative
ye sala sab ko ghasit ghasit krr wapis la rha hai krna kya chahta hai aakhir marval cinema band krwa ke manega kya,Negative
itana sudha hindi,Neutral
1 00 se keya bakwas dikha raha hai,Negative
0:02 hath me nunnu pakde ho na,Negative
00:01 all correct bas phone ki jagah laptop hai,Neutral
0:02 itna bhi sach nahi bolna tha,Positive
00:01 nahi bhai ac mai baitha hun,Negative
what if woh morgan stark ke paas bhi jaye joki tony stark ki beti hai ??,Neutral
tujhe kaise pata,Neutral
i think film mein yeh sb nahi dikhayege yeh sb introduction he hai jo excitement badayegi janta ki movie ko leke abi or characters ka shyd promo teaser aye lekin film ki alg story rhe gi,Neutral
0:01 bhai itna relatable,Positive
0 01 mere room mein tera camera hai kya ☠ ☠ ☠ ☠ ☠,Negative
0:03 bhai all correctbut pholo vala kambal,Neutral
00:01 nahi mera purple hai aur koi phool nahi hai00:02 phome to niche hai laptop me dekh rha hu00:04 bas aapka notification dekh kar agaya00:06 nah i m batman,Neutral
thumbnail ne to pani pani kar diya,Positive
0:01 guru me to khana ka raha tha,Neutral
starting me hi pakad liya mera camera on hai kya,Neutral
0:01 sleeping bag tablet hann pookie to hun,Neutral
phulo wala kambal nahi hai baki sab accurate hai,Positive
aag tap raha hu,Neutral
0:00 nahi bhai,Neutral
0:01 bina kambal ke soya hun tablet pakda hua hai or thumbnail dekh ke click kiya hai or pookie ka pata nhi,Neutral
agar koi future se ho to bta dena ki shaktiman movie kab aaye gi,Neutral
meri theory ye hai ki tva ne peggy carter ko arrest kiya hoga aur steve rogers ke bacche ko bhi vo mitana chahenge to aisa na ho isliye steve dr doom se madad mangega ya fir dr doom use apne fayde ke liye apna herald bana lega aur steve apne bacche aur biwi ko bachane ke liye dr doom ka sath dega agar aisa to hua to hame doomsday mai new vs old captain america ki fight dekhne ko milegi aur aisa hi kuch thor ke sath bhi hoga matlab ki hame doomsday mai og avengers vs new avengers and x men dekhne ko mil sakta haiand one thing @pjexplained disappoints ❤,Neutral
lagta hai bhabhi ji ne yehi sab pj bhai se bola hai,Negative
meri video kasi lagi bhaiyo,Neutral
0:01 bhai itne pyaar se toh voh bhi mujhse baat nahi karti,Negative
00:01 bhai kahan camera fit kiye ho mere room me,Neutral
pookie nahi hu,Neutral
0:06 haan bhai haan par kaise pta,Positive
bhai thumbnail,Positive
bhai is movie ko 31st ke din release karna chahiye 2026 me to duniya khatam hai,Negative
ek series me dekha tha future avengers wale scene me ultron sab pe kaabu kr leta h toh sabke bache duniya ko bachate h jisme thor ki beti hoti h jiske weapon ek sword hoti h or ha usme hulk ka bacha nahi hota,Neutral
sab galat laptop pe bina phool wale kambal mein hun ab dekhte hai pj explained,Negative
0:01 pj bhai ne charo taraf se gher rakha hai,Neutral
captain america thunder power bhee abi gain kare❤❤❤,Positive
pj bhai sach bata raha kasam se fulo wala kambal lapet ke hi video dekhna chalu kiya,Positive
0:01 sofa pe bethi hu biryani khaari hu,Neutral
flowers wale kambal ka tumko kaise pta bhai ye video 1 ghante pahle aayi tab main kaam pe tha magar ab 7 baj kar 25 min me rajayi me ghusa hua hu,Neutral
movie 2026 me ani hai to trailer abhi kyu a raha hai,Negative
00:02 nahi bhai mere hath me ho hathiyar hai,Neutral
bhai ne mera actual moment bata diya,Positive
bro ye same vibe de rha vo carry minati ke bhot tez ho rhe ho jaisa,Neutral
o bahi jadugar ho kya sahi bola bhai bilkul sahi,Positive
abhi to mahol set hone laga hai doomsday ke liye,Positive
0:01 nahi yar padhai kr raha tha,Negative
bina fool wala kambal macbook :,Neutral
bhai ka opening,Positive
0:25 are ha bhai haa,Positive
vecnia ko bhi bacche chahiye aur idhar dhoom ko,Positive
pura correct bola,Positive
bhai muze ek second ke liye laga mere phone ke camera se dekh raha hai,Neutral
bro when you ask kambal mein hona main really phoolon wale design ke kambal mein tha,Positive
abe sab sahi bol diya thumbnail m,Positive
agar sab bachon ko bacha rahe hein toh spiderman bhi ironman ki beti ko bachaa raha hoga,Neutral
0:01 nehi pj bhai main phoolon wale kambal mein nehi hoon sofa mein baitha hoon phon pe nehi desktop par hoon aur haan pookie nehi giga chad hoon wayse aya toh doomsday ka theory sun ne ke liye hi tha,Positive
bhai thumbnail ke liye to ek oscar deserve karte ho aap,Positive
nhi khana kha rha,Neutral
bhai agar captain america endgame ke baad peggy ke sath hi ruk gya tha to ice m jo freeze hai us captain america kya hoga,Neutral
sab sahi predict kiya 0:01,Positive
0:13 kyu bhai movie ka maza nahi lena hai kya,Negative
bhai sound low hai ap ki mic ka,Negative
bhai i know algorithm and trend abhi short form content ko promote krta hai but please make at least 15min videos,Negative
ab bolo bhai hype ban gyi na pahle wali,Positive
00:01 pj bhai mere bedroom mein kyun spying kar rahein ho,Negative
naah bro mera kambal dark grey colour ka hai,Neutral
vacna dr doom epstain file har koyi batche ke piche pade hue hai,Negative
0:01 bas chaddi ka color poochna reh gya,Positive
ek dun sahi,Positive
0 02 apko kese pata guru❤,Positive
thumbnail thor ke bijaye strange hona chaiye tha,Negative
arre bahi tumko kaise pata chala 0:03,Positive
koi fayda nahi hai 2026 mai duniya khatm hone wali hai,Negative
sab sahi h bhai ❤❤❤❤ love you,Positive
ha bhai sahi me,Positive
0:09 ha bhai,Positive
saam ko 6 baje kambal me?? haa bhai,Positive
abbe me to sachme phoolo waale kambal me huu,Positive
fantastic 4 me bachcha churane ka scene tha captain bhi bacha ke sath hai thir ki bachchi to gyi,Neutral
0:01 laptop pkda baaki all correct,Positive
hn hn hai hum pookie aaye h theory dekh ne ❤,Positive
0:05 mera phone camera h@ck kar liya kya?sab sach sach bol diya,Positive
thumbnail vai mohit pj badal,Positive
stranger things bana rakha hai pura,Negative
00:08 nah maito walk karte hue dekh rha,Neutral
0:01 kaise pata chala ? ❤,Positive
arreee pg bhai video k first mehi purha sach kaise pakad liya aise kaise bhaai?,Positive
sab ne trials dekha par kaha,Negative
what if doom iron man ki beti se bhi mile?,Neutral
bhai ghost rider ki entry chahiye doomsday me ☠ ☠,Positive
kuch nahi kiya isme se bus me baitha hoon bhai ghr jaa rha new year k liye,Negative
comic verse ke sath live prediction stream karo pj bhai,Neutral
ha vai kaisa pata chala hackar hai vai ❤,Positive
bhai ne milk krke dudh he khatam krdiya hai,Negative
bhai earphone mai background noice bahut teji se aa raha hai,Negative
bhaii pehle wala thumbnail jyada acha tha,Negative
dr doom ko tva ke baare pata kaise chalega,Neutral
sabbbbbb correct ☑,Positive
bro deadpool 3 mein thor ke ek clip the,Neutral
bhai mumbai local mai hu kurla se panvel pakdi hai 7 no platform se tashrif khadi karne ke liye jagah nahi aur tum kehte ho pookie ho na gajab ki prediction hai,Negative
bhai agar captain america ussi same timeline m hai or uske freezed version bhi to ussi same time line m 2 captain america hai,Neutral
bhai thumbnail,Positive
naah bhai beth kr chawal bin rha hu,Neutral
are bhaiya aap bhi na,Positive
thanos batcha lag raha hai doom ke intention ke samne,Negative
agr story puri decode kr lenga to dekhenga kya pj babua,Negative
bhai tum screen se mujhe dekh rahe ho kya ☠ 0:01,Negative
sahi pakde hai,Positive
may be tva ne peggy ke sath past me gye hue captain ko bi pakda ho bcz cap ne new timeline create ki hai,Neutral
bhai kya thumbnail hai,Positive
kash asa hi ho,Neutral
0:02 hagte hagte dekh raha hoon,Negative
sahi pakadey hai,Positive
pj bhai socho agar dr doom iron man ki beti ko hi utha kar le jaaye ❤,Neutral
58 second kr andar idhr aa gya,Positive
bhai apko kese pata foolo wale kambal ke baare mai,Positive
kia deadpool bhi avengers dooms day me hoga kiuki deadpool ki movie me dikhaya tha ki deadpool thor ke tha,Neutral
mohit bhai ki trh ek roast nikalo bhai german pe,Neutral
bhai please cover about a recent gujarati blockbuster movie lalo krisna sada sahayte it is very good movie,Neutral
intro hi itna real kaise ho skta hai bhai?? are you stalking me??,Positive
0:01 last chhod ke sab galat hai,Negative
aa doomsday rhaa hai pagal apna pj vaii ho rhee h,Positive
pagal hua nahi ❌ pagal karne wala hai ☑,Negative
bhai kese pata,Neutral
00:02 laptop hai ladale,Neutral
jabse pj ki gf bani hai ajeeb baatein krna laga hai waiting for comeback,Negative
bro aise bologe to watch time nahi badega hamara ego trigger na kro btw me pookie to nahi hu,Negative
shaam 5 bje kon kambal me hai??,Neutral
bro main pc main shorts aur half sleve jersey pehenke apka video deckhraha huu,Neutral
mujhe intro ke tone se laga pj puchega kaun se color k chaddi pehene ho,Negative
deadpool ka bi baby hoga,Neutral
are pj bhi aapko ye sb kaise pta ki me kaha hu,Positive
bhai azamgarh me meet up karo,Neutral
dhruv rathi per video banaa do,Neutral
sahi pakdha,Positive
doctor doom pennywise or vecna tino hi bacche ke piche pade hai,Neutral
bhai koi pj ko doomsday movie dekha do nahi toh pagal ho jayega,Negative
nahi dukaan per hu time tha,Neutral
me to pc pe dekh rha,Neutral
bhai bhay webseries ki ending explain kro,Neutral
agar aesi baat hai to avengers doomsday me tony ki beti ka bhi to koi main role hoga naaa aakhir me woh tony stark ki hi best hai to usne koi to baat hogi hi or uski wife paper bhi to hai ??????,Neutral
mai to restaurant me hu,Neutral
khushi to dekho chehre pe bahut din se marvel ka goo nahi khaya hai ab bhar bhar ke marvel hagega aur ye goo khayega,Negative
rdj dr doom ayega to rdj ka ironman ka kya hoga wo aayega kya,Neutral
kamaal khan ka kia hoga bro pakistan me toh dhurendar chal raha hai,Neutral
what about spider man woh waapas aayega kya,Neutral
0:01 aapko kaise pta bhai,Neutral
bhai aap kab dhruv rathee reaction video bnaoge,Neutral
yeh kya thaa,Negative
bro tumne dhurandhar pe vdo bnaya tha na 1000cr wala kha gya,Neutral
isko kaise pata mere kambal ke baare mein,Neutral
rathi ko roast karo audience wait kar rahi,Neutral
mujhe pehlei pata tha ki pj gay hai,Negative
abey thor wala trailer ai generated hai ♂,Negative
hawkeye ke playing 11 hai bachho ke naam par par tum skip kar gaye,Negative
kya pj bhai kese ho,Neutral
0:00 bilkul sahi kahe bhaiya ji is thand me mere taraf se ek pyali chai aapke liye ☕ swikar kijiye,Positive
bhai dhruv rathee par video kab aayega pj explained dhruv rathee youtube par search ho rha hai,Neutral
0:01 na bro no kambal only comforter and not a phone ipad pro m5 13 inch 1tb and not a pookie,Neutral
gym me hu bhai,Neutral
tune ajibo garib thumbnail ke banaya bhai tamil,Negative
abe thumbnail,Negative
ab film dekhun ki nahi,Negative
kursi pe baitha hua hu baki sab sahi hai,Neutral
captain america ka haat ma bacha hi doctor doom ho sakta ha,Neutral
mere cumbal ke bare me apko kese pta,Neutral
doctor doom doomsday mai super hero kay bachay chori karey gah movie mai,Negative
thor ki beti? why not beta? future thor should be male na,Neutral
chheee 0:04,Negative
ek bachha tony stark ki ladki bhi toh ho skti hai?,Neutral
king video bna bhai kb ayegi srk ❤,Neutral
kambal nahi hai,Negative
vai mera comment chura lia re comic verse k video se,Negative
thor ki beti ? par kiske sath ? jo lady thor bani thi uske sath ? ya kisi aur ke sath ?,Neutral
0:05 bhai yaar mt kiya kr ye hrkat,Negative
bai aapko kaise pata chala ki me kmbl me hu,Neutral
1:50 yah trailer kahan per hai,Neutral
mitha h ky be ky bol rha y,Negative
pj meetha button ✅,Negative
banao bhai vedios abhi nahi to kb,Neutral
pichhle 7 dino se 7 video same topic par bas kar bhai kar bhai,Negative
0:04 crazy marvel theory captain america ko pata hai ki spider man hi peter parker hai mai isko achise explain krta hoon avengers endgame me timeline 2023 tha uss moment steve rogers past me travel krta hai infinity stones ko unki original timeline me return krne ke liye ab agar hum log mcu ki current timeline ko continue karein to avengers doomsday tak lagbhag 3 4 saal beech chuke honge matlab steve rogers present timeline me exist hi nahi krta aur yaha se theory bahut zyada crazy ho jati hai no way home me doctor strange apna memory spell se sabki memory wipe kr deta hai har ek insaan aur hero ye bhool chuka hai ki peter parker hi spider man hai lekin steve rogers to uss timeline me exist hi nahi krta tha to technically us par spell ka koi asar nahi hua ab agar hum log avengers doomsday me dekhein to steve rogers appear hone wala hai and theory ke hisaab se wo sam wilson ki avengers team ko lead karega team discussion ke dauran steve rogers bolega ki hum log ko peter ki zarurat hai wahi pe sab log hairaan ho jayenge ki peter kaun hai tab steve rogers bolega peter parker is spider man aur waha sab log sunkar shock ho jayenge ab dekho doomsday se pehle brand new day aane wali hai uske post credit scene me ek aisa moment ho sakta hai peter parker apne apartment ki taraf ja raha hoga peeche se awaaz aayegi peter peter peeche murke dekhega aur saamne steve rogers khada hoga wo bolega avengers ko tumhari zarurat hai aur kahega main wapas aa gaya hoon,Neutral
ghar wapas aa gya kya bro?,Neutral
tumne thumbnail change kar diya,Neutral
pj pura pagal ho gaya hai doomsday se pehle 100 video banake chorega,Negative
main future se aaya hu pj ka death hone wala hai,Negative
1:38 bhai par vo to concept trailer hena ?,Neutral
safed kambal mein ho,Neutral
marvel se jyada content farm to aap kr rhe ho,Negative
aag ke pass hoon bhai,Neutral
chomu hona,Negative
ab to daba ke pj video banayega,Neutral
iron man ki beti ka kya,Neutral
bas kar bhai or kitna aur kitna ghisega marvel ke,Negative
ek bhi sahi ni tha scroll krte krte feed pr aa gaye ho,Negative
pookie ky hua bhai ye chapri word use mt kro,Negative
tu aise thumbail kyo banata hai pj 0:57,Negative
sandas me hag raha hu,Negative
pj humlogo ko ek proper reply chahiye to dhruv rathee from you,Neutral
bro ya kya l intro tha,Negative
itna sab 3 hr mein hine se raha kam se kam teen 3 hr movie bana lete toh thik hota,Negative
nahi bro not correct,Negative
bhai kaise pata tereko,Neutral
itna vela hu ki 1 sec mai agaya,Negative
saale kahan camera lagaya hai be 0:05 saari baatein kaise jaan liya??,Negative
aap wapas ghr chle gye kya?,Neutral
0:01 kahan chupa hua hai pj mere kamre main,Neutral
dhruv rathee pe video kab aayega,Neutral
doom ka duth nikal dunga ab,Negative
bro ye sab bhad me gaya tu dhruv rathi par video bana,Negative
0:05 bhai meri bndi se jyada to tere efforts h mere liye,Positive
ghanta kuch samjh nahi aaya,Negative
bc image lgane ka option hota toh jrur btata bhai fulo vali calvin me hi leta hu,Neutral
bc rikshaw me hu office se ghr ja rha jldi kuch sunao,Negative
are haa bhai haa,Positive
bhai marvel ki chatna band kar do ye btao it ka review kab kroge,Negative
nahi bhai japan me hu shibuya crossing pe background me chalte chalte sun rha hu hahaha,Neutral
3:15 background me bacche ka aavaj aaraha hai,Neutral
kya bakchodi karte ho bhai sigma hu mein,Negative
kya bakchodi hai ye start me,Negative
